醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5917050577,東生藥局,臺中市北區永興街１１２－１號１樓,120.6825,24.16152,(04)22358880,羅氏家用新冠病毒抗原自我檢測套組,501,2022/10/25 10:13:02,周一到周六上午8:30到晚上10:00開始販售口罩，周日公休
5917050586,仁柏藥局,臺中市北區賴明里山西街二段６２號,120.6758,24.16874,(04)22924462,羅氏家用新冠病毒抗原自我檢測套組,45,2022/10/25 10:13:02,實名制每日上午9:00開始現場排隊販售
5917050719,百鴻藥局,臺中市北區金龍里北屯路１３－１號,120.6914,24.15981,(04)22336330,羅氏家用新冠病毒抗原自我檢測套組,22,2022/10/25 10:13:02,固定周一至周五10.00--16.00 17.00--21.00開始販售口罩售完為止
5917050880,欣康藥局,臺中市北區館前路２１號,120.6657,24.15543,(04)23226837,羅氏家用新冠病毒抗原自我檢測套組,106,2022/10/25 10:13:02,週一至週六上午9時開始發放號碼牌，週日上午10時開始發放號碼牌。
5917050933,英才藥局,臺中市北區英才路２２９號,120.674,24.15558,(04)22012325,羅氏家用新冠病毒抗原自我檢測套組,196,2022/10/25 10:13:02,上午9~10:30及下午5~6:30依序發售口罩，週日公休。
5917050997,大多福藥局,臺中市北區賴村里大德街１４９號１Ｆ,120.6784,24.1609,(04)22058063,羅氏家用新冠病毒抗原自我檢測套組,225,2022/10/25 10:13:02,快篩試劑每日到貨時間不固定，請勿電話詢問，週日休息
5917051010,匯平藥局,臺中市北區北平路二段８２號,120.6746,24.17138,(04)22975556,羅氏家用新冠病毒抗原自我檢測套組,51,2022/10/25 10:13:02,上午8時開始排隊
5917051056,育光中西藥局,臺中市北區健行里梅亭街６６０號１樓,120.6655,24.16055,(04)22037520,羅氏家用新冠病毒抗原自我檢測套組,175,2022/10/25 10:13:02,9點排隊開始開賣
5917051449,格霖大藥局,臺中市北區山西路二段７０號１樓,120.6758,24.1689,(04)22925076,羅氏家用新冠病毒抗原自我檢測套組,84,2022/10/25 10:13:02,早上10點-晚上9點
5917053345,健業藥局,臺中市北區漢口路３段９１號,120.6688,24.16696,(04)22990258,羅氏家用新冠病毒抗原自我檢測套組,102,2022/10/25 10:13:02,負責藥師幫確診者送藥時暫停調劑口服抗病毒藥，若需領取時請先來電。周一至周六營業時間販售快篩，售完為止。
5917053514,學士藥局,臺中市北區學士路１３號之１樓,120.6823,24.15372,(04)22015008,羅氏家用新冠病毒抗原自我檢測套組,91,2022/10/25 10:13:02,固定周一到周日早上9:00開始販賣快篩
5917053550,嘉樂藥局,臺中市北區西屯路一段３５１－７號,120.6658,24.15956,(04)23263967,羅氏家用新冠病毒抗原自我檢測套組,76,2022/10/25 10:13:02,星期一~五8.30~12.30，14.00~21.30，星期六8.30-12.30
5917053649,博森藥局,臺中市北區健行路４９３號,120.6778,24.15905,(04)22068589,羅氏家用新冠病毒抗原自我檢測套組,97,2022/10/25 10:13:02,防疫家用快篩固定在週一到週六，下午2:00到下午4:00，以現場排隊方式販售。
5917053756,中心旗艦藥局,臺中市北區五權路４０４號,120.6821,24.15288,(04)22068113,羅氏家用新冠病毒抗原自我檢測套組,156,2022/10/25 10:13:02,每日下午2:00開始賣快篩（實名制）.周一至周日都有營業
5917060055,德維中西藥局,臺中市西屯區西屯路三段１６４－１３號,120.6174,24.18855,(04)24611579,羅氏家用新冠病毒抗原自我檢測套組,337,2022/10/25 10:13:02,早上 9:00販售快篩（10／8~10／10營業至下午六點）
5917060064,揚善藥局,臺中市西屯區中清路二段１３８６巷７６號,120.6587,24.19602,(04)24251242,羅氏家用新冠病毒抗原自我檢測套組,251,2022/10/25 10:13:02,周一到周六上午 9:00-22:30發售，售完為止
5917060108,博新藥局,臺中市西屯區福安里中工三路２２０號,120.6153,24.17541,(04)23583412,羅氏家用新冠病毒抗原自我檢測套組,22,2022/10/25 10:13:02,星期一至六 上午  9點整 開始販賣快篩劑  無號碼牌 星期日休營
5917060204,宏光藥局,臺中市西屯區何安里西屯路二段９５之２３號,120.656,24.16535,(04)23137278,羅氏家用新冠病毒抗原自我檢測套組,58,2022/10/25 10:13:02,星期一至星期六早上8:10分開始販賣快篩試劑（免號碼牌，依序隨到隨售，售完為止。）
5917060322,瑞康藥局,臺中市西屯區長安路二段２號１樓,120.6612,24.1724,(04)22914046,羅氏家用新冠病毒抗原自我檢測套組,111,2022/10/25 10:13:02,營業時間8:30~21:30 （家用快篩，酒精及防疫口罩）
5917060331,宏吉藥局,臺中市西屯區大福里長安路二段３１６號１樓,120.6673,24.17773,(04)22910825,羅氏家用新冠病毒抗原自我檢測套組,160,2022/10/25 10:13:02,快篩試劑.防疫口罩.酒精上午8開始販售，營業至21:00（週日正常營業）
5917060359,明達藥局,臺中市西屯區何厝里青海路一段１７號,120.6564,24.16345,(04)23137079,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,固定周一至周六9:30開始營業
5917060644,大東藥局,臺中市西屯區西墩里黎明路三段５７號,120.6369,24.1726,(04)27020418,羅氏家用新冠病毒抗原自我檢測套組,137,2022/10/25 10:13:02,暫停販賣。
5917061061,佳蒝藥局,臺中市西屯區西屯路３段１５９之１０之５號１樓,120.6194,24.18731,(04)24617763,羅氏家用新冠病毒抗原自我檢測套組,165,2022/10/25 10:13:02,中午11:30開始售快篩
5917061150,裕和藥局,臺中市西屯區大墩路９５１號１Ｆ,120.652,24.15929,(04)23252629,羅氏家用新冠病毒抗原自我檢測套組,88,2022/10/25 10:13:02,實名制快篩星期一到星期六 09:00開始販售；星期天 09:00-10:30
5917062353,典安大藥局,臺中市西屯區西屯路３段１５９－６０號,120.6177,24.18807,(04)24616571,羅氏家用新冠病毒抗原自我檢測套組,222,2022/10/25 10:13:02,每天10:00發放快篩
5917062406,健康藥局,臺中市西屯區何南里大墩１９街２６號１樓,120.6568,24.15693,(04)23190305,羅氏家用新冠病毒抗原自我檢測套組,247,2022/10/25 10:13:02,原則上W1-W6 10:00開始販售快篩（視排隊狀況提前），星期日休息
5917062531,久揚大藥局,臺中市西屯區工業區一路９８之１６號,120.6138,24.17453,(04)23580738,羅氏家用新冠病毒抗原自我檢測套組,28,2022/10/25 10:13:02,未發號碼牌，星期一至六早上9:00開始販賣口罩，星期日不一定
5917062559,德康藥局,臺中市西屯區福和里中工三路１５６號,120.6181,24.17737,(04)23583373,羅氏家用新冠病毒抗原自我檢測套組,222,2022/10/25 10:13:02,每天早上9:00開始，不發號碼牌，現場排隊領口罩
5917062620,東亞藥師藥局,臺中市西屯區河南路２段３５０號１樓,120.6472,24.17387,(04)27022702,羅氏家用新冠病毒抗原自我檢測套組,103,2022/10/25 10:13:02,實名快篩每日早上9:30販賣
5917062773,逢甲何藥局,臺中市西屯區青海路二段二八七號一、二樓,120.6418,24.17275,(04)27088495,羅氏家用新冠病毒抗原自我檢測套組,206,2022/10/25 10:13:02,防疫家用快篩試劑販售 5／23起改為早上9:00-晚上10:00販售
5917062988,廣安大藥局,臺中市西屯區青海路一段一Ｏ一、一Ｏ三號,120.6536,24.16485,(04)23118572,羅氏家用新冠病毒抗原自我檢測套組,73,2022/10/25 10:13:02,周一~週日早上9點~晚上10點，無發放號碼牌.
5917063065,達康藥局,臺中市西屯區中工三路１３９號,120.6186,24.17779,(04)23586332,羅氏家用新冠病毒抗原自我檢測套組,105,2022/10/25 10:13:02,週一~周日下午2點販售快篩售完為止，無發放號碼牌.
5917063332,新利賀專業藥局,臺中市西屯區河南路２段２９５號,120.6472,24.17334,(04)24525052,羅氏家用新冠病毒抗原自我檢測套組,143,2022/10/25 10:13:02,今日快篩現在販售中.每週日休診.
5917063350,天立專業藥師藥局,臺中市西屯區太原路１段２０７號１樓,120.6617,24.16318,(04)23160455,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,週一~週六快篩9:00售完為止，週日中午12：00售完為止
5917063403,逢甲藥局,臺中市西屯區逢甲路１６２－１號１樓,120.6425,24.17809,(04)27085922,羅氏家用新冠病毒抗原自我檢測套組,96,2022/10/25 10:13:02,實名制快篩販售時間:每日早上9:30~21:50
5917063676,百惠藥師藥局,臺中市西屯區漢口路二段２４７號,120.6649,24.16696,(04)23169852,羅氏家用新冠病毒抗原自我檢測套組,46,2022/10/25 10:13:02,無
5917063681,東亞永福藥局,臺中市西屯區永福路３５號,120.6196,24.18259,(04)24638229,羅氏家用新冠病毒抗原自我檢測套組,193,2022/10/25 10:13:02,實名制快篩上午十一點開賣
5917063725,永旭大藥局,臺中市西屯區逢甲路９２號１樓,120.6439,24.17883,(04)27087952,羅氏家用新冠病毒抗原自我檢測套組,223,2022/10/25 10:13:02,實名快篩，星期一到五早上10點開始，星期六日中午12點開始販售。
5917070060,仁人藥局,臺中市南屯區南屯里黎明路一段１０８５號,120.6377,24.13922,(04)23890451,羅氏家用新冠病毒抗原自我檢測套組,76,2022/10/25 10:13:02,快篩銷售時間：8:00至22:30，售完為止。
5917070088,萬安藥局,臺中市南屯區中和里黎明路一段３８號,120.6258,24.11292,(04)24791818,羅氏家用新冠病毒抗原自我檢測套組,55,2022/10/25 10:13:02,無
5917070186,濟安堂藥局,臺中市南屯區南屯路二段７８８號,120.6378,24.14028,(04)23899603,羅氏家用新冠病毒抗原自我檢測套組,82,2022/10/25 10:13:02,快篩販售時間都固定每天早上8 點 開始
5917070248,聯發藥局,臺中市南屯區溝墘里大墩路８５０號,120.6496,24.15551,(04)23262738,羅氏家用新冠病毒抗原自我檢測套組,246,2022/10/25 10:13:02,週一至週六於營業時間販售快篩
5917070346,吉田藥局,臺中市南屯區大同里大墩六街１５４號,120.6506,24.14276,(04)24756816,羅氏家用新冠病毒抗原自我檢測套組,51,2022/10/25 10:13:02,無
5917070355,承諭藥局,臺中市南屯區黎明路２段１９９號,120.636,24.14698,(04)23849128,羅氏家用新冠病毒抗原自我檢測套組,97,2022/10/25 10:13:02,快篩實名制9:點～12點  下午14點~22點
5917070382,得安藥局,臺中市南屯區溝墘里大墩路５９６號,120.6495,24.15136,(04)23234168,羅氏家用新冠病毒抗原自我檢測套組,250,2022/10/25 10:13:02,快篩試劑早上10點開始販售，售完為止。
5917070417,康元藥局,臺中市南屯區黎明路２段２８１號１樓,120.6355,24.14863,(04)22548622,羅氏家用新冠病毒抗原自我檢測套組,24,2022/10/25 10:13:02,星期一~星期六早上九點開始販售快篩試劑
5917070462,長映藥局,臺中市南屯區黎明路二段４３２號１樓,120.6355,24.15166,(04)22510951,羅氏家用新冠病毒抗原自我檢測套組,171,2022/10/25 10:13:02,實名制快篩每日下午2點開賣，售完為止（庫存以現場為主）
5917070515,裕登藥局,臺中市南屯區大墩二街９１號１Ｆ,120.6515,24.13873,(04)24715280,羅氏家用新冠病毒抗原自我檢測套組,36,2022/10/25 10:13:02,固定周一到周日早上9:00開始販賣快篩.
5917070659,德安藥局,臺中市南屯區文山里忠勇路１１５－６號１樓,120.6157,24.15096,(04)23894920,羅氏家用新冠病毒抗原自我檢測套組,273,2022/10/25 10:13:02,快篩實名制：週一至週六，下午1點販賣 （限量78份）
5917070677,康得美專業藥局,臺中市南屯區忠勇路１２之２６號,120.6119,24.13555,(04)23801185,羅氏家用新冠病毒抗原自我檢測套組,245,2022/10/25 10:13:02,實名制快篩周一至周六開賣  周日公休
5917071727,大愛藥局,臺中市南屯區向心南路９６２．９６４號１樓,120.644,24.13718,(04)24733646,羅氏家用新冠病毒抗原自我檢測套組,155,2022/10/25 10:13:02,快篩販售14:00開始
5917071781,吉運藥局,臺中市南屯區南屯里黎明路１段１１３５號,120.6382,24.14047,(04)23834755,羅氏家用新冠病毒抗原自我檢測套組,41,2022/10/25 10:13:02,固定周一到周六，早上8:00賣實名制快篩。不發號碼牌
5917071996,乾生大藥局,臺中市南屯區大業路９５號,120.6524,24.15336,(04)23281277,羅氏家用新冠病毒抗原自我檢測套組,135,2022/10/25 10:13:02,09:00
5917072242,政豐大愛藥局,臺中市南屯區大業路１４５、１４７號１樓,120.6516,24.15344,(04)23274726,羅氏家用新冠病毒抗原自我檢測套組,101,2022/10/25 10:13:02,無
5917072251,五六藥局,臺中市南屯區南屯路２段２４０號,120.6493,24.13696,(04)24757156,羅氏家用新冠病毒抗原自我檢測套組,62,2022/10/25 10:13:02,快篩週一至週六10 ~ 12:30，14:30起售完為止.（不發號碼牌）
5917072313,大業藥局,臺中市南屯區大業路５７１號１樓,120.6361,24.15347,(04)22516715,羅氏家用新冠病毒抗原自我檢測套組,57,2022/10/25 10:13:02,週一至週六早上10點...快篩試劑開賣
5917072564,恒安藥局,臺中市南屯區南屯路２段１１９號,120.652,24.13585,(04)24722887,羅氏家用新冠病毒抗原自我檢測套組,234,2022/10/25 10:13:02,快篩試劑 周一~周六 早上8:30~12:00， 下午3:00~6:00販售，售完為止
5917072577,睦林藥局,臺中市南屯區黎明路一段１１５５號,120.6381,24.14089,(04)23818218,羅氏家用新冠病毒抗原自我檢測套組,96,2022/10/25 10:13:02,快篩週一至週日上午8:00開始銷售，售完為止。
5917072644,全成藥局,臺中市南屯區大墩６街２２３號,120.6464,24.14254,(04)24712897,羅氏家用新冠病毒抗原自我檢測套組,107,2022/10/25 10:13:02,實名制快篩販售時間-每日10:00~22:00
5917072699,博仕健保藥局,臺中市南屯區大墩１１街４４５號,120.638,24.14862,(04)23817009,羅氏家用新冠病毒抗原自我檢測套組,182,2022/10/25 10:13:02,星期一至星期五14:00開賣，星期六11:00開賣，現場排隊販售
5917072724,百芳大藥局,臺中市南屯區向上路二段４２１號,120.6377,24.1469,(04)23818307,羅氏家用新冠病毒抗原自我檢測套組,222,2022/10/25 10:13:02,星期日早上10~12點  星期一~六晚上7點開始販賣快篩。
5917080119,李藥局,臺中市北屯區和順路３９８號,120.7227,24.17664,(04)22390950,羅氏家用新冠病毒抗原自我檢測套組,230,2022/10/25 10:13:02,實名制、65歲老人、兒童快篩上午9:30開始販售
5917080137,日盛藥局,臺中市北屯區東山路一段１４２-１１號,120.7036,24.16934,(04)24360810,羅氏家用新冠病毒抗原自我檢測套組,62,2022/10/25 10:13:02,每天（不含星期日）早上9點開始發售快篩，歡迎洽領購。
5917080262,寶麒藥局,臺中市北屯區旅順路２段１５０號,120.6895,24.174,(04)22433918,羅氏家用新冠病毒抗原自我檢測套組,100,2022/10/25 10:13:02,每日上午9點開始販售實名制快篩試劑（星期日公休）
5917080342,弘光藥局,臺中市北屯區太原路三段４５８號１樓,120.6951,24.16476,(04)22342999,羅氏家用新冠病毒抗原自我檢測套組,275,2022/10/25 10:13:02,早上7:30開始販賣防疫口罩（全年無休）
5917080379,大元藥局,臺中市北屯區北屯里昌平路一段２３號,120.6937,24.16657,(04)22357722,羅氏家用新冠病毒抗原自我檢測套組,127,2022/10/25 10:13:02,週一至週六每天晚上18:00至20:00販售快篩劑，週日公休
5917080593,崇安藥局,臺中市北屯區四民里昌平路二段５４－３號１樓,120.6831,24.19198,(04)24221929,羅氏家用新冠病毒抗原自我檢測套組,186,2022/10/25 10:13:02,實名制快篩周一至周日08:15發號碼牌
5917080619,永佳藥局,臺中市北屯區昌平路１段１０５－５號１樓,120.6904,24.17362,(04)22438886,羅氏家用新冠病毒抗原自我檢測套組,146,2022/10/25 10:13:02,無
5917080744,早安藥局,臺中市北屯區崇德二路一段１９９號１樓,120.693,24.17641,(04)22439411,羅氏家用新冠病毒抗原自我檢測套組,80,2022/10/25 10:13:02,6月起周一至周六09:00開始販售快篩試劑。周日休息
5917080762,順泰大藥局,臺中市北屯區北屯村北屯路１１５號,120.6939,24.165,(04)22341477,羅氏家用新冠病毒抗原自我檢測套組,67,2022/10/25 10:13:02,周三及周日公休，其餘時間每日上午9:00開賣，不需發號碼牌
5917080771,大生大藥局,臺中市北屯區三光里北屯路３３７號,120.6974,24.1703,(04)22337059,羅氏家用新冠病毒抗原自我檢測套組,104,2022/10/25 10:13:02,快篩試劑-周一至周日每天早上8:30開始販售，無發放號碼牌，每天即時現場販售服務，售完為止。（週日正常販售服務）
5917080888,大華藥局,臺中市北屯區熱河路２段１０９號１樓,120.6873,24.17054,(04)22331721,羅氏家用新冠病毒抗原自我檢測套組,68,2022/10/25 10:13:02,週一至週五1830-2030販售快篩，週六1430-1600販售快篩。週六晚上及週日全天休診。
5917081170,順天大藥局,臺中市北屯區中清路二段２３２號１樓,120.6694,24.17767,(04)22918847,羅氏家用新冠病毒抗原自我檢測套組,44,2022/10/25 10:13:02,每日上午九點開始售實名制快篩，（星期日不售）
5917082300,蔡宗耀中西藥局,臺中市北屯區平德里河北路２段６１號,120.6831,24.16994,(04)22341880,羅氏家用新冠病毒抗原自我檢測套組,67,2022/10/25 10:13:02,早上9點30分至下午12點30分，下午3點至8點發口罩，有發號碼牌。
5917082364,慈慧藥師藥局,臺中市北屯區平田里昌平路１段１７８號１Ｆ,120.6887,24.17108,(04)22389846,羅氏家用新冠病毒抗原自我檢測套組,135,2022/10/25 10:13:02,星期一到星期六早上9點開始販售
5917082444,杏城藥局,臺中市北屯區崇德路２段２９２、２９４號,120.686,24.17596,(04)22464676,羅氏家用新冠病毒抗原自我檢測套組,74,2022/10/25 10:13:02,雙周的星期日休息，快篩開賣時間9點，假日10點
5917082659,信誼藥局,臺中市北屯區瀋陽路二段３１號１樓,120.6808,24.17398,(04)22478695,羅氏家用新冠病毒抗原自我檢測套組,91,2022/10/25 10:13:02,週一~週五全日上班時段，週六上午9:00-12:00，周日公休。
5917082800,美得康藥局,臺中市北屯區平德路１２２巷１號,120.6703,24.18501,(04)22924710,羅氏家用新冠病毒抗原自我檢測套組,310,2022/10/25 10:13:02,無
5917082882,世富藥局,臺中市北屯區北屯路２９９－３號１樓,120.6961,24.16825,(04)22317085,羅氏家用新冠病毒抗原自我檢測套組,44,2022/10/25 10:13:02,營業早上08:00-12:00，下午15:00-21:00.星期六晚上休息.星期日休息
5917082908,安順藥局,臺中市北屯區大鵬路３２號,120.6672,24.17834,(04)22924966,羅氏家用新冠病毒抗原自我檢測套組,701,2022/10/25 10:13:02,防疫快篩於上午 07:30 開始販售， 售完為止
5917083012,佳家社區藥局,臺中市北屯區松義街１６８號,120.6984,24.18446,(04)22411678,羅氏家用新冠病毒抗原自我檢測套組,261,2022/10/25 10:13:02,藥局營業時間8:30~22:00，週日下午公休.
5917083021,吉士康樂活藥局,臺中市北屯區昌平路２段８－１６號,120.6902,24.17986,(04)22410108,羅氏家用新冠病毒抗原自我檢測套組,121,2022/10/25 10:13:02,每日12:00開始販售快篩試劑.售完為止.；星期日營業至晚上8:00；國定假日照常營業
5917083049,你好聯合藥局,臺中市北屯區陳平一街８８號,120.6663,24.18637,(04)22925759,羅氏家用新冠病毒抗原自我檢測套組,156,2022/10/25 10:13:02,星期日公休， 星期一到六 快篩11點發售，
5917083058,福益藥局,臺中市北屯區東山路１段１８８－７號,120.7093,24.17085,(04)24367031,羅氏家用新冠病毒抗原自我檢測套組,75,2022/10/25 10:13:02,星期一~六:營業時間8:30~21:00
5917083101,北屯德康藥局,臺中市北屯區四平路４６９號１樓,120.681,24.19161,(04)24223378,羅氏家用新冠病毒抗原自我檢測套組,72,2022/10/25 10:13:02,每天早上9點30分發售口罩；前往領藥前先電話洽詢
5917083209,崇德啄木鳥藥局,臺中市北屯區崇德路二段２１７號,120.6852,24.17423,(04)22410441,羅氏家用新冠病毒抗原自我檢測套組,124,2022/10/25 10:13:02,每天早上8點40分發放號碼牌發售口罩，當天領取。
5917083272,吉富康藥局,臺中市北屯區大連路三段９９號１樓,120.6935,24.17494,(04)22473057,羅氏家用新冠病毒抗原自我檢測套組,108,2022/10/25 10:13:02,營業時間早上9點至晚上9點，快篩早上9點開賣，中午12:30至14:00午休及清消，周日公休
5917083316,春元藥局,臺中市北屯區東山路１段２８７號,120.7189,24.17593,(04)24361008,羅氏家用新冠病毒抗原自我檢測套組,221,2022/10/25 10:13:02,有關快篩販售：星期一到六早上8點半開始賣.星期日早上9點
5917083334,瑞東大藥局,臺中市北屯區東山路一段２４６之３號,120.7179,24.17542,(04)24373799,羅氏家用新冠病毒抗原自我檢測套組,210,2022/10/25 10:13:02,快篩銷售時間:週一~週六9:30~12:00，15:00~17:30，18:30~21:00
5917083343,豋盛藥局,臺中市北屯區北平路三段１０７號,120.6827,24.17117,(04)22373863,羅氏家用新冠病毒抗原自我檢測套組,156,2022/10/25 10:13:02,營業時間:星期日至星期五上午9點到晚上10點；星期六上午9點至下午4點.實名制快篩販賣時間:上午9點10分開賣
5921010072,統一藥局,臺南市東區中西里東門路１段２９１號,120.2186,22.98683,(06)2376638,羅氏家用新冠病毒抗原自我檢測套組,195,2022/10/25 10:13:02,早上9點到晚間9點  星期日休假
5921010107,榮泰藥局,臺南市東區崇誨里林森路２段１９２巷４９號,120.2256,22.98973,(06)2369095,羅氏家用新冠病毒抗原自我檢測套組,119,2022/10/25 10:13:02,實名制快篩: 有販售（週日店休）營業時間早上7.30.到下午8.30.中午12.30.到1.30.午休
5921010152,周藥師藥局,臺南市東區崇成里崇善路６５４號,120.2303,22.97049,(06)2678421,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,快篩：週一到週六上午九點到售完為止，週日公休。
5921010161,懷仁藥局,臺南市東區崇學里崇德路３４２號,120.2238,22.97643,(06)2694895,羅氏家用新冠病毒抗原自我檢測套組,83,2022/10/25 10:13:02,快篩販賣中
5921010205,文成藥局,臺南市東區大學里東寧路４３號之１,120.2212,22.99217,(06)2340860,羅氏家用新冠病毒抗原自我檢測套組,42,2022/10/25 10:13:02,早上10:30至晚上10點     中午2點至3點休息
5921010223,王藥局,臺南市東區小東里小東路１９０－１號,120.2276,22.99976,(06)2378697,羅氏家用新冠病毒抗原自我檢測套組,26,2022/10/25 10:13:02,週一 至 週日，下午 2:00 ~ 晚上9:00 （ 需健保卡 ）
5921010232,大家藥局,臺南市東區大同路二段１７５號,120.214,22.97682,(06)2153777,羅氏家用新冠病毒抗原自我檢測套組,117,2022/10/25 10:13:02,10／1起第六輪快篩可上限六盒或分次購買  **10／1起第四輪幼童（105年9月2號以後出生）及65歲以上（第二輪）免費領取
5921010250,宏昌藥局,臺南市東區大同路１段２７１號,120.2116,22.98252,(06)2142459,羅氏家用新冠病毒抗原自我檢測套組,30,2022/10/25 10:13:02,星期一-六09:00開始 售完為止 星期日休息
5921010429,乙田藥局,臺南市東區東明里怡東路３０號,120.2278,22.99109,(06)2359303,羅氏家用新冠病毒抗原自我檢測套組,128,2022/10/25 10:13:02,無
5921010625,益丞藥局,臺南市東區裕農路３４８號,120.2294,22.98681,(06)2359865,羅氏家用新冠病毒抗原自我檢測套組,60,2022/10/25 10:13:02,快篩送達時間不一定，請先打電話詢問
5921010652,良泰藥局,臺南市東區仁和里仁和路１１７之１號,120.2338,22.97044,(06)2676256,羅氏家用新冠病毒抗原自我檢測套組,168,2022/10/25 10:13:02,無
5921010689,億安大藥局,臺南市東區大福里大同路２段２６５號,120.2145,22.97486,(06)2159881,羅氏家用新冠病毒抗原自我檢測套組,100,2022/10/25 10:13:02,健保快篩週一到週六，早上八點半開始販賣，售完為止。
5921010705,華興藥局,臺南市東區崇善路５６２號,120.2302,22.97076,(06)2683757,羅氏家用新冠病毒抗原自我檢測套組,154,2022/10/25 10:13:02,9／10星期六12:00後特休假
5921010778,宏成藥局,臺南市東區裕農路１１６號,120.2272,22.98588,(06)2359339,羅氏家用新冠病毒抗原自我檢測套組,45,2022/10/25 10:13:02,8點-21點 早上8點30分開始銷售  中午12-2點30休息下午2點30開始銷售
5921010992,光明宜康保健藥局,臺南市東區光明街３６之２號１樓,120.2282,22.9989,(06)2376448,羅氏家用新冠病毒抗原自我檢測套組,230,2022/10/25 10:13:02,快篩劑販售時間：星期一~六8：00，採現場排隊無號碼牌
5921012049,小太陽藥局,臺南市東區東光里東平路１３號,120.2336,22.9947,(06)2099858,羅氏家用新冠病毒抗原自我檢測套組,207,2022/10/25 10:13:02,藥局營業時間為星期一至星期六10:00~21:30，星期天休息  實名制快篩試劑10:00開始販售，售完為止
5921012085,台安藥局,臺南市東區大同路一段１６３號,120.2113,22.98503,(06)2150011,羅氏家用新冠病毒抗原自我檢測套組,284,2022/10/25 10:13:02,無
5921012094,王瑞敏藥師藥局,臺南市東區崇德路７３９號,120.2277,22.96801,(06)2896888,羅氏家用新冠病毒抗原自我檢測套組,249,2022/10/25 10:13:02,快篩送達時間不定（一般是早上）送達即開始販售至售完
5921012325,林英文藥局,臺南市東區關聖里裕農路８６６之２號,120.2392,22.98931,(06)3311252,羅氏家用新冠病毒抗原自我檢測套組,68,2022/10/25 10:13:02,早上販賣
5921012334,家庭藥局,臺南市東區崇文里生產路３６９─３號,120.2278,22.96502,(06)2607298,羅氏家用新冠病毒抗原自我檢測套組,152,2022/10/25 10:13:02,快篩於星期一~星期六早上09:00~12:00.午休至14:00~售完為止
5921012361,崇仁藥局,臺南市東區龍山里崇學路２３１號,120.2244,22.98125,(06)2894115,羅氏家用新冠病毒抗原自我檢測套組,155,2022/10/25 10:13:02,週一到週六，早上8:30開賣（視現場狀況稍做調整），售完為止；中午11:30-15:30休息
5921012398,慈惠藥局,臺南市東區前鋒路２７號,120.2126,22.98989,(06)2760746,羅氏家用新冠病毒抗原自我檢測套組,101,2022/10/25 10:13:02,快篩販售時間:星期一到星期六早上7:45起至售完為止
5921012530,早安藥師藥局,臺南市東區裕學路１１２號,120.2358,22.98502,(06)3350535,羅氏家用新冠病毒抗原自我檢測套組,126,2022/10/25 10:13:02,營業時間:8:30~23:30   快篩試劑發放時間 : 星期一到日
5921012683,連春藥局,臺南市東區莊敬路１５號,120.2326,22.99335,(06)2083685,羅氏家用新冠病毒抗原自我檢測套組,54,2022/10/25 10:13:02,早上8／30開始銷售
5921012852,羽杏藥局,臺南市東區崇學路２５９號,120.2248,22.98171,(06)2893330,羅氏家用新冠病毒抗原自我檢測套組,73,2022/10/25 10:13:02,週一至週六09:00起依序販售快篩，售完為止
5921012870,麗生藥師藥局,臺南市東區崇德路５６５號,120.2276,22.97294,(06)3356868,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,快篩實名制販售時間14:30開始
5921013073,太和藥師藥局,臺南市東區仁和路５１─１號,120.2297,22.98064,(06)2906063,羅氏家用新冠病毒抗原自我檢測套組,57,2022/10/25 10:13:02,周六18:30後休息，周日公休!
5921013206,和德藥局,臺南市東區崇德路４９７號,120.2272,22.97435,(06)2882789,羅氏家用新冠病毒抗原自我檢測套組,181,2022/10/25 10:13:02,9／1起提供65歲以上長者兌換免費快篩，兌換時間:上午9:00~晚上9:00止
5921020096,豐陽藥局,臺南市南區文南里文南路１１５號,120.1898,22.98481,(06)2610628,羅氏家用新冠病毒抗原自我檢測套組,280,2022/10/25 10:13:02,週一至週日08:00 開始營業及販售防疫快篩試劑，售完為止.
5921020112,裕仁藥局,臺南市南區新興里新興路１９４號１樓,120.1936,22.97731,(06)2614263,羅氏家用新冠病毒抗原自我檢測套組,147,2022/10/25 10:13:02,快篩換購時間：固定週一~週六上午09:00開始。週日店休。
5921020130,裕祥藥局,臺南市南區明興里金華路１段２２８號,120.1902,22.96689,(06)2635796,羅氏家用新冠病毒抗原自我檢測套組,273,2022/10/25 10:13:02,口罩販售時間:星期一~六 07:30開始
5921020149,吉祥藥局,臺南市南區文南路１１７號,120.1898,22.98486,(06)2632853,羅氏家用新冠病毒抗原自我檢測套組,380,2022/10/25 10:13:02,星期一~日 08:10營業快篩中午1點販售周日停售
5921020167,全民藥局,臺南市南區喜東里喜樹路７３之１８號,120.18,22.94471,(06)2625814,羅氏家用新冠病毒抗原自我檢測套組,58,2022/10/25 10:13:02,08:00-21:00
